C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_186.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_186.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_186.jpg,0,0,0,1.277433E-05
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_253.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_253.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_253.jpg,0,0,0,2.329112E-05
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_324.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_324.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_324.jpg,0,0,0,1.067051E-05
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_397.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_397.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_397.jpg,0,0,0,4.40829E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_464.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_464.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_464.jpg,0,0,0,7.585708E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_532.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_532.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_532.jpg,0,0,0,8.783723E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_604.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_604.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_604.jpg,0,0,0,6.054898E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_676.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_676.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_676.jpg,0,0,0,6.358581E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_748.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_748.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_748.jpg,0,0,0,1.440471E-05
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_822.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_822.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_822.jpg,0,0,0,2.295176E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_890.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_890.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_890.jpg,0,0,0,3.490029E-07
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_14_59_958.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_14_59_958.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_14_59_958.jpg,0,0,0,9.120061E-06
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_15_00_036.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_15_00_036.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_15_00_036.jpg,0,0,0,2.418263E-05
C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\center_2023_11_30_12_15_00_106.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\left_2023_11_30_12_15_00_106.jpg,C:\Users\loanej\Desktop\SD4B_Training_Data\IMG\right_2023_11_30_12_15_00_106.jpg,0,0,0,5.268083E-06
